Canonical	Names	Description	Source	Link
	West		Encyclopedia Arda	http://www.glyphweb.com/arda/w/west.html
	West Beleriand		Encyclopedia Arda	http://www.glyphweb.com/arda/w/westbeleriand.html
	West over Sea		Encyclopedia Arda	http://www.glyphweb.com/arda/w/westoversea.html
	"Westlands, Númenor"		Encyclopedia Arda	http://www.glyphweb.com/arda/w/westlandsnumenor.html
	White House of Erendis	The sanctuary of Erendis and Ancalimë	Encyclopedia Arda	http://www.glyphweb.com/arda/w/whitehouseoferendis.html
	Wild Wood	The fabulous forest of eastern Middle-earth	Encyclopedia Arda	http://www.glyphweb.com/arda/w/wildwood.html
	High Court / Court of the Fountain		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Court_of_the_Fountain_(Minas_Tirith)
	House of the Stewards		Tolkien Gateway	http://www.tolkiengateway.net/wiki/House_of_the_Stewards
	King's Court		Tolkien Gateway	http://www.tolkiengateway.net/wiki/King%27s_Court
	King's House		Tolkien Gateway	http://www.tolkiengateway.net/wiki/King%27s_House
	Old Winyards		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Old_Winyards
	Orc-holds		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Orc-holds
	Seventh Level		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Seventh_Level
	Thorin's Halls		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Thorin%27s_Halls
	Two Watchers		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Two_Watchers
	Abyss		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Abyss
	Adurant		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Adurant
	Aelin-uial / Umboth-muilin / Twilight Meres		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Aelin-uial
	Aglon		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Aglon
	Akallabêth		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Akallab%C3%AAth
	Almaren / Isle of Almaren		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Almaren
	Alqualondë		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Alqualond%C3%AB
	Amon Darthir		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Amon_Darthir
	Amon Gwareth		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Amon_Gwareth
	Amon Obel		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Amon_Obel
	Amon Uilos		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Amon_Uilos
	Andor		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Andor
	Androth / Caves of Androth		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Androth
	Andustar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Andustar
	Angband / Iron Fortress / Angamando		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Angband
	Anghabar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Anghabar
	Annon-In-Gelydh		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Annon-in-Gelydh
	Araman		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Araman
	Arandor		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Arandor
	Ard-galen		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ard-galen
	Arda		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Arda
	Armenelos		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Armenelos
	Aros		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Aros
	Arossiach		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Arossiach
	Arvernien		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Arvernien
	Ascar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ascar
	Bar-en-Danwedh		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bar-en-Danwedh
	Bar-en-Nibin-noeg		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bar-en-Nibin-noeg
	Bar-erib		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bar_Erib
	Bay of Andúnië		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bay_of_And%C3%BAni%C3%AB
	Bay of Eldanna		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bay_of_Eldanna
	Bindbale Wood		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bindbole_Wood
	Blessed Realm		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Blessed_Realm
	Brilthor		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Brilthor
	Brithombar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Brithombar
	Brithon		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Brithon
	Cabed-en-Aras / Deer's Leap		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Cabed-en-Aras
	Calacirian		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Calacirian
	Calacirya		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Calacirya
	Calmindon		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Calmindon
	Cape Balar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Cape_Balar
	Cape of Andrast		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Cape_of_Andrast
	Caragdûr		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Caragd%C3%BBr
	Causeway Forts		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Causeway_Forts
	Caverns of Narog		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Caverns_of_Narog
	Caves of Menegroth / Menegroth		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Menegroth
	Celebros		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Celebros
	Celon		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Celon
	Cirith Ninniach		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Cirith_Ninniach
	Cirith Thoronath / Cristhorn		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Cristhorn
	Corollairë		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Corollair%C3%AB
	Crissaegrim		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Crissaegrim
	Crossings of Teiglin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Crossings_of_the_Taeglin
	Dark Lands		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dark_Land
	Dark Mountains		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dark_Mountains
	Deldúwath		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Taur-nu-Fuin_(Dorthonion)
	Dimbar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dimbar
	Dimrost		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dimrost
	Dome of Stars		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dome_of_Stars
	Doors of Night		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Door_of_Night
	Dor Caranthir		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dor_Caranthir
	Dor Daidelos		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dor_Daidelos
	Dor Dínen		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dor_D%C3%ADnen
	Dor Firn-I-Guinar / Land of the Dead that Live		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dor_Firn-i-Chuinar
	Dor-Cúarthol		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dor-C%C3%BAarthol
	Dor-lómin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dor-l%C3%B3min
	Dor-Nu-Fauglith / Anfauglith		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Anfauglith
	Doriath		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Doriath
	Dry River		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dry_River
	Duilwen		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Duilwen
	Dungortheb / Nan Dungortheb		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nan_Dungortheb
	Dwarf-Road		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dwarf-road_of_Beleriand
	Dwimordene		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dwimordene
	Echad i Sedryn		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Echad_i_Sedryn
	Echoriath		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Echoriad
	Eglador		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Eglador
	Eglarest		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Eglarest
	Eithel Sirion		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Eithel_Sirion
	Eldalondë the Green		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Eldalond%C3%AB
	Eldamar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Eldamar
	Elerrína		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Elerr%C3%ADna
	Elvenhome		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Elvenhome
	Emerië		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Emeri%C3%AB
	Ephel Brandir		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ephel_Brandir
	Ered Lómin / Echoing Hills		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ered_L%C3%B3min
	Esgalduin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Esgalduin
	Estolad		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Estolad
	Evereven		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Evereven
	Evernight		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Evernight
	Falls of Irvin / Eithel Ivrin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Eithel_Ivrin
	Fen of Serech		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Fen_of_Serech
	Firth of Drengist		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Firth_of_Drengist
	Ford of Brithiach / Brithiach		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ford_of_Brithiach
	Forest of Brethil / Brethil		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Brethil
	Formenos		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Formenos
	Forostar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Forostar
	Gate of the Noldor		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Gate_of_the_Noldor
	Gate Stream		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Gate_Stream
	Gates of Sirion		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Gates_of_Sirion
	Gelion		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Gelion
	Ginglith		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ginglith
	Girdle of Melian		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Girdle_of_Melian
	Glithui		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Glithui
	Gollum's Lake		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Gollum%27s_Lake
	Great Gulf		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Great_Gulf
	Great Hall of Thráin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Great_Hall_of_Thr%C3%A1in
	Hildórien		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hild%C3%B3rien
	Hill of Himring		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hill_of_Himring
	Himlad		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Himlad
	Himring		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Himring
	Hírilorn		Tolkien Gateway	http://www.tolkiengateway.net/wiki/H%C3%ADrilorn
	Hisilómë / Hithlum		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hithlum
	Hither Lands		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hither_Lands
	Hither Shore		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hither_Shore
	Hoarwell		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hoarwell
	House of the Dead / Mandos / Halls of Mandos		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Halls_of_Mandos
	Hyarastorni		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hyarastorni
	Hyarmentir		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hyarmentir
	Hyarnustar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hyarnustar
	Hyarrostar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hyarrostar
	Illuin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Illuin
	Isle of Elenna		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Isle_of_Elenna
	Ivrin / Pools of Ivrin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Pools_of_Ivrin
	Kalórmë		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Kal%C3%B3rm%C3%AB
	Kingsland		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Kingsland
	Ladros		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ladros
	Lake Mithrim		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Lake_Mithrim
	Lammoth		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Lammoth
	Lanthir Lamath		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Lanthir_Lamath
	Last Shore		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Last_Shore
	Legolin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Legolin
	Linaewen		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Linaewen
	Lisgardh		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Lisgardh
	Lórellin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/L%C3%B3rellin
	Lórinand		Tolkien Gateway	http://www.tolkiengateway.net/wiki/L%C3%B3rinand
	Losgar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Losgar
	Lothlann		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Lothlann
	Maglor's Gap		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Maglor%27s_Gap
	Malduin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Malduin
	Mar-nu-Falmar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Mar-nu-Falmar
	March of Maedhros		Tolkien Gateway	http://www.tolkiengateway.net/wiki/March_of_Maedhros
	Marshes of Nevrast		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Marshes_of_Nevrast
	Meneltarma / Isle of Meneltarma		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Meneltarma
	Meres of Twilight		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Meres_of_Twilight
	Mindeb		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Mindeb
	Mindon Eldaliéva / Tower of Ingwë		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Mindon_Eldali%C3%A9va
	Mittalmar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Mittalmar
	Morgulduin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Morgulduin
	Mount Dolmed		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dolmed
	Mount Fang		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Mount_Fang
	Mount Rerir		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Rerir
	Mount Taras		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Taras
	Mountains of Aman / Pelóri		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Pel%C3%B3ri
	Mountains of Mithrim		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Mountains_of_Mithrim
	Nan Elmoth		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nan_Elmoth
	Nan-tathren		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nan-tathren
	Nen Echui / Cuiviénen		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Cuivi%C3%A9nen
	Nen Girith		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nen_Girith
	Nen Lalaith		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nen_Lalaith
	Nenning		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nenning
	Nevrast		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nevrast
	Nimbrethil / Birchwoods of Nimbrethil		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nimbrethil
	Nindamos		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nindamos
	Nísimaldar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/N%C3%ADsimaldar
	Nísinen		Tolkien Gateway	http://www.tolkiengateway.net/wiki/N%C3%ADsinen
	Nivrim		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nivrim
	Nogrod		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nogrod
	North Cape		Tolkien Gateway	http://www.tolkiengateway.net/wiki/North_Cape
	Núath		Tolkien Gateway	http://www.tolkiengateway.net/wiki/N%C3%BAath
	Númenor / Elennanórê / Númendor		Tolkien Gateway	http://www.tolkiengateway.net/wiki/N%C3%BAmenor
	Nunduinë		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Nunduin%C3%AB
	Oiolossë / Hill of Ilmarin / Taniquetil / Mount Everwhite		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Taniquetil
	Ondolindë		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ondolind%C3%AB
	Ondosto		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ondosto
	Orfalch Echor		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Orfalch_Echor
	Ormal		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ormal
	Orocarni		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Orocarni
	Orrostar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Orrostar
	Outer Sea		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Outer_Sea
	Palisor		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Palisor
	Pass of Aglon		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Pass_of_Aglon
	Phûrunargian		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ph%C3%BBrunargian
	Ramdal		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ramdal
	Ravines of Teiglin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ravines_of_Teiglin
	Ringwil		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ringwil
	Rivil		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Rivil
	Rivil's Well		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Rivil%27s_Well
	Rómenna		Tolkien Gateway	http://www.tolkiengateway.net/wiki/R%C3%B3menna
	Sauron's Isle		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Sauron%27s_Isle
	Sea of Helcar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Sea_of_Helcar
	Sea-ward Tower		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Sea-ward_Tower
	Seven Gates of Gondolin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Seven_Gates_of_Gondolin
	Shadowmere / Bay of Eldamar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bay_of_Eldamar
	Shadowy Isles / Enchanted Isles		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Enchanted_Isles
	Shadowy Seas		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Shadowy_Seas
	Shathûr		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Shath%C3%BBr
	Siril		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Siril
	Sorontil		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Sorontil
	Straight Road		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Straight_Road
	Sundering Seas		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Sundering_Seas
	Sunlands		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Sunlands
	Taeglin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Taeglin
	Talath Rhûnen / Thargelion		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Thargelion
	Tar-Minastir		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Tar-Minastir
	Tarmasundar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Tarmasundar
	Tasarinan		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Tasarinan
	Taur-en-Faroth / High Faroth		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Taur-en-Faroth
	Taur-im-Duinath		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Taur-im-Duinath
	Taur-Nu-Fuin / Dorthonion		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Dorthonion
	Tauremorna		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Tauremorna
	Tauremornalómë		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Fangorn
	Thangorodrim		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Thangorodrim
	Tirion		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Tirion
	Tirith Aear		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Tirith_Aear
	Tol Eressëa / Eressëa		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Tol_Eress%C3%ABa
	Tol Fuin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Tol_Fuin
